"","x"
"Q3 2012/2013",5
"Q4 2009/2010",5
"Referrer",5
"Requirement description",5
"Sector",5
"SME?",5
"Spend over £25,000 - Publication template",5
"Start date ",5
"Supplier(T)",5
"Total Approvals (FTE)",5
"Total approvals (Headcount)",5
"Total exemptions (FTE)",5
"Total exemptions (Headcount)",5
"Total Inv Amount",5
"Undeclared Headcount",5
"Undeclared Percentage",5
"Vacancy Type",5
"Vacant Space",5
"Vacant Space ID",5
"VAT Number",5
" Estimated annual value ",4
"16-24 Headcount",4
"16-24 Percentage",4
"2010-11",4
"2011-12",4
"Address",4
"Address3",4
"Any notes",4
"Author",4
"Authority Name",4
"Buckinghamshire County Council",4
"Change 2004-2012 (US$ m, 2004 prices)",4
"Civil Service Grade (FTE)",4
"Civil Service Grade (Headcount)",4
"ClearNo",4
"Column 10",4
"Column 11",4
"Column 8",4
"Column 9",4
"County",4
"CPS outcomes by principal offence category 42 Areas",4
"Customer",4
"Date settled",4
"Dec-10",4
"Dir of Finance & Networks ",4
"Director - Metering & Charging",4
"DocInvNo",4
"Donor",4
"Edition",4
"End date (no ext.)",4
"ëNo 32 (The Royal) Squadroní or ëother RAFí or ëCharterí or ëEurostarí  ",4
"EO",4
"Ext.period (yrs)",4
"GL Descripton",4
"Grand Total paybill/staffing (payroll and non-payroll) costs (£)",4
"Hospital",4
"http://statistics.data.gov.uk/id/local-authority/11",4
"Job/Team Title",4
"Land Area (ha)",4
"Land area(ha)",4
"MERCHANT CATEGORY DESC",4
"NewCldate",4
"Non-Disclosure Headcount",4
"Non-Disclosure Percentage",4
"Number of Travellers",4
"Occupation Floor Area",4
"Org Code Desc",4
"Payroll staff costs (£)",4
"Place",4
"Prefer Not to Say Headcount",4
"Prefer Not to Say Percentage",4
"Procurement Proclass classification",4
"Q1 2009/2010",4
"Q3 2009/2010",4
"Redacted/Excluded",4
"S",4
"Salary Band",4
"Scheduled', 'No 32 (The Royal) Squadron' or 'other 'RAF' or 'Chartered' or 'eurostar' ",4
"SCS",4
"Segment",4
"SortFunction",4
"Status",4
"SumOfData",4
"SUPPLIER_NUMBER",4
"Supplier(s)",4
"Their Reference",4
"Total Declared",4
"TRANSACTION TYPE",4
"TransactionNo",4
"Travel Date",4
"UniqueRef",4
"Vacant Space Description",4
"VAT Reg Number",4
"VAT Registration No",4
" No. FTE Employees (excluding casuals) ",3
" Total Budget Responsibility 10/11 (£m) ",3
"<£20,999",3
">£80,000 (Including SCS)",3
"£21,000 to £34,999",3
"£35,000 to £49,999",3
"£50,000 to £64,999",3
"£65,000 to £79,999",3
"2009-10",3
"AA/AO",3
"Accommodation/Meals",3
"Air Carrier",3
"Any Other White Background Headcount",3
"Any Other White Background Percentage",3
"AQ1_1",3
"AQ1_2",3
"AQ1_3",3
"AQ2_1",3
"AQ2_2",3
"AQ2_3",3
"AQ3_1",3
"AQ3_2",3
"AQ3_3",3
"AQ3_4",3
"AQ3_5",3
"AQ3_6",3
"AQ4_1",3
"AQ4_2",3
"AQ4_3",3
"AQ5_1",3
"AQ5_2",3
"AQ5_3",3
"Asian - Bangladeshi Headcount",3
"Asian - Bangladeshi Percentage",3
"Asian - Indian Headcount",3
"Asian - Indian Percentage",3
"Asian - Pakistani Headcount",3
"Asian - Pakistani Percentage",3
"Audit Year",3
"Black - African Headcount",3
"Black - African Percentage",3
"Black - Caribbean Headcount",3
"Black - Caribbean Percentage",3
"BODY REFERENCE",3
"Breakdown",3
"candidate_elected",3
"candidate_votes",3
"Capital Budget Responsibility 10/11 (£m)",3
"Chinese Headcount",3
"Chinese Percentage",3
"Column 12",3
"Cost Centre (DELETE)",3
"DATE OF TRANSACTION",3
"Director Casework",3
"District",3
"district_name",3
"District/Borough",3
"division_name",3
"division_openlylocal_id",3
"division_url",3
"EALING",3
"election_date",3
"election_id",3
"election_type",3
"ëScheduledí or No 32 (The Royal) Squadroní or ëother RAFí or ëCharterí or ëEurostarí  ",3
"Expenditure_Code",3
"Expenese type",3
"Expense Area Description",3
"Expenses  Description",3
"For Entry In",3
"FTE Salary",3
"G/L Description",3
"G7/G6",3
"Headcount Male",3
"Headcount of Disabled Staff",3
"Headcount of Non-Disabled Staff",3
"Headcount of Non-disclosed Staff",3
"HEO/SEO",3
"Hospitality",3
"Impressions",3
"Institution",3
"Journalist/Organisation",3
"Journey Finish Point",3
"Journey Start Point",3
"Land Parcel ID",3
"Level",3
"Line Desc (DELETE)",3
"Measure",3
"Men convictions percentage",3
"Men convictions volume",3
"Men total percentage",3
"Men total volume",3
"Men unsuccessful percentage",3
"Men unsuccessful volume",3
"Merchant Catergory ",3
"Mixed Asian and White Headcount",3
"Mixed Asian and White Percentage",3
"Mixed Black African and White Headcount",3
"Mixed Black African and White Percentage",3
"Mixed Black Caribbean and White Headcount",3
"Mixed Black Caribbean and White Percentage",3
"Name of permanent secretary",3
"Name of School",3
"Nationality",3
"New Approval / Reapproval",3
"NORFOLK",3
"North Warwickshire Borough Council",3
"Not known",3
"Number",3
"Number of exemptions approved at grade:",3
"Organisation  Code",3
"Other",3
"Other Asian Background Headcount",3
"Other Asian Background Percentage",3
"Other Black Background Headcount",3
"Other Black Background Percentage",3
"Other Ethnic Background Headcount",3
"Other Ethnic Background Percentage",3
"Other Mixed Ethnic Background Headcount",3
"Other Mixed Ethnic Background Percentage",3
"PAN",3
"party_name",3
"party_resource_uri",3
"party_short_name",3
"PAYMENT (£)",3
"Percentage Male",3
"Percentage Non Disabled",3
"Period",3
"person_all_names",3
"person_first_name",3
"person_id",3
"person_last_name",3
"person_middle_names",3
"Q2 2009/2010",3
"Rank",3
"Refusal Reason(s)",3
"result_url",3
"result_votes_total",3
"Revenue Budget Responsibility 10/11 (£m)",3
"RFI Identifier",3
"SAP Document Number",3
"SCS level (FTE)",3
"SCS level (Headcount)",3
"Service_Code",3
"SERVICE/ACTIVITY",3
"Sessions",3
"Sub Desc (DELETE)",3
"Subject",3
"Subjective (DELETE)",3
"Summary",3
"Tenure Type Description",3
"Ticket Single or Return",3
"TOTAL (FTE)",3
"Total Cost ex VAT",3
"Total Offered",3
"TOTAL Percentage",3
"Total Value Approved (úM)",3
"Total Value requested (úM)",3
"TOTAL Volume",3
"Trans Type",3
"Transaction Posting",3
"Travel Class",3
"UNKNOWN/OTHER",3
"Unknown/Other (Headcount)",3
"Unknown/Other(FTE)",3
"URL",3
"Value (úM)",3
"VAT",3
"voucher_no",3
"Website",3
"White - British Headcount",3
"White - British Percentage",3
"Women convictions percentage",3
"Women convictions volume",3
"Women total percentage",3
"Women total volume",3
"Women unsuccessful percentage",3
"Women unsuccessful volume",3
" Amount (Sterling) ",2
" AO/AA (FTE)",2
" AO/AA (Headcount)",2
" Expenses paid in month of March 2011 (£) ",2
" Grade 6/7 (FTE)",2
" Grade 6/7 (Headcount)",2
"{0C7ADEF5-878D-4066-B785-0000003ED74A}",2
"10",2
"106",2
"11",2
"163000",2
"2003-02-21 00:00",2
"2004 ODA (US$ m, 2004 prices)",2
"2004 ODA (US$ m, current)",2
"30 day mortality - adjusted (%)",2
"30 day mortality - crude (%)",2
"4.8.2 Biopsy-reporting interval <=10 days (n)",2
"4.8.2 Biopsy-reporting interval <=10 days(%)",2
"58",2
"65 Plus Percentage",2
"90 day mortality - adjusted (%)",2
"90 day mortality - crude (%)",2
"Account",2
"Actual Pay Ceiling (¬£)",2
"Actual Pay Floor (¬£)",2
"Addittional Narrative",2
"ADDRESS4",2
"Annual pay rate - including taxable benefits and allowances",2
"AP Amount (ú)",2
"Apr-12",2
"Apr-13",2
"April 2010 - March 2011",2
"ASB Incidents per 1000 population 12 months to March 2012",2
"Aug-12",2
"Aug-13",2
"Basic",2
"Bisexual Female Headcount",2
"Bisexual Female Percentage",2
"Bisexual Male Headcount",2
"Bisexual Male Percentage",2
"BRISLINGTON",2
"BRISTOL",2
"Capital_Revenue",2
"Cardholder",2
"Cardholder ref",2
"Change 2004-2012 (US current, %)",2
"Change 2004-2012 (US$ m, current)",2
"CITY OF BRISTOL",2
"Column A",2
"Column B",2
"Column C",2
"Column D",2
"Compliance (NHS Trust Only)Å",2
"Cost Element",2
"Country/Territory",2
"CPS outcomes by principal offence category Avon&Somerset",2
"CPS outcomes by principal offence category Devon&Cornwall",2
"CPS outcomes by principal offence category fordshire",2
"CPS outcomes by principal offence category h_wales",2
"CPS outcomes by principal offence category h_yorkshire",2
"CPS outcomes by principal offence category Hampshire October 2010",2
"CPS outcomes by principal offence category Kent October 2010",2
"CPS outcomes by principal offence category Metropolitan&City",2
"CPS outcomes by principal offence category olk",2
"CPS outcomes by principal offence category shire",2
"CPS outcomes by principal offence category Suffolk October 2010",2
"CPS outcomes by principal offence category West Mercia October 2010",2
"Customer name",2
"Dec-12",2
"Declined to specify Headcount",2
"Declined to specify Percentage",2
"Department family (T)",2
"Department Name",2
"Description ( Please populate using the Invoice Description: Please rememebr no acroynms, abbreviations or PO numbers)",2
"DESCRIPTION (NO PO number )",2
"Description of Transaction",2
"Destination Country",2
"Detail_Exp_Code",2
"Emergency",2
"Entity (T)",2
"EO (FTE)",2
"EO (Headcount)",2
"ESTAB",2
"Exp Type Description",2
"Exp_Category",2
"Exp_Type",2
"Expenditure Account Code Description",2
"Expenditure Area",2
"Expenditure on biodiversity, 2000-1 to 2010-11",2
"Expense",2
"Expense area (T)",2
"Expense Area Lookup",2
"Expense type (T)",2
"Expense Type Lookup",2
"Expiry Status",2
"FAX",2
"Feb-13",2
"For Sale_ID",2
"Format",2
"FREQUENCY",2
"FTE hours",2
"FTE of the individual",2
"Full Name",2
"Gay Woman Headcount",2
"Gay Woman Percentage",2
"go region",2
"Grade Name",2
"Grade Total",2
"Headcount Declared Non-disabled",2
"Headcount Ethnic Minority",2
"Headcount No Information Given",2
"Headcount of Female Leavers",2
"Headcount of Gay Men",2
"Headcount of Male Leavers",2
"HEO/SEO (FTE)",2
"HEO/SEO (Headcount)",2
"Hetrosexual Female Headcount",2
"Hetrosexual Female Percentage",2
"Hetrosexual Male Headcount",2
"Hetrosexual Male Percentage",2
"Holding_Type_Description",2
"Hospital name",2
"If yes, medical treatment received last 6 months - Not appl",2
"Invoice Paid Date",2
"Jan-13",2
"January 2010 - December 2010",2
"January 2011 - December 2011",2
"Job Name",2
"Jul-12",2
"Jul-13",2
"July 2010 - June 2011",2
"July 2011 - June 2012",2
"Jun-11",2
"Jun-12",2
"Jun-13",2
"Land Area",2
"Land Registry Title",2
"land_parcel_id",2
"Landing Page",2
"Leak rate - adjusted (%)",2
"Leak rate - crude (%)",2
"Line No",2
"Locality",2
"LONDON",2
"Make",2
"Mar-11",2
"Mar-13",2
"May-12",2
"May-13",2
"Mechant Category",2
"Miles Travelled",2
"Minister,Date of Hospitality,Name of Organisation,Type of hospitality received",2
"Model",2
"Name of Post",2
"Network Code",2
"Network Name",2
"No Infomation Headcount",2
"No information",2
"No Reply",2
"No. procedures",2
"Non-disclosed",2
"Non-Payroll staff (contingent labour/consultancy - CCL) costs (£)",2
"NORTHOLT",2
"Note",2
"Notes for Cabinet Office
(Not for publication)",2
"Nov-12",2
"Nov-13",2
"Number of cases",2
"Number of patients",2
"Number of Posts FTE",2
"Ôªø""Parent Department""",2
"Ôªø""Post Unique Reference""",2
"Oct-12",2
"Oct-13",2
"October 2010 - September 2011",2
"October 2011 - September 2012",2
"Optems",2
"Org_Unit",2
"Organisation Meeting and Visits",2
"Outliers - Knee revision rate",2
"PaidDate",2
"Payer",2
"Payment beneficiary",2
"Payment_Date",2
"Payscale Max",2
"Payscale Maximum (¬£)",2
"Payscale maximum (National)",2
"Payscale Min",2
"Payscale Minimum (¬£)",2
"Payscale minimum (National)",2
"Percentage Ethnic Minority",2
"Percentage No information given",2
"Percentage Non-disclosed Staff",2
"Percentage of Female Leavers",2
"Percentage of Gay Men",2
"Percentage of Male Leavers",2
"Percentage of Non-Disclosed Staff",2
"Percentage of Other",2
"PHASE",2
"Popularity",2
"Post ref",2
"Prog Admin",2
"Project",2
"PSPES Level 2",2
"Q1 2010/2011 Female",2
"Q1 2010/2011 Male",2
"Q1 2011/2012 Female",2
"Q1 2011/2012 Male",2
"Q1 2012/2013 Female",2
"Q1 2012/2013 Male",2
"Q2 2010/2011 Female",2
"Q2 2010/2011 Male",2
"Q2 2011/2012 Female",2
"Q2 2011/2012 Male",2
"Q2 2012/2013 Female",2
"Q2 2012/2013 Male",2
"Q3 2010/2011 Female",2
"Q3 2010/2011 Male",2
"Q3 2011/2012 Female",2
"Q3 2011/2012 Male",2
"Q4 2010/2011 Female",2
"Q4 2010/2011 Male",2
"RCUK Transparency",2
"Re-Visits",2
"READING ROAD",2
"Redacted",2
"Referring Domain",2
"Refusal Headcount",2
"Refusal Percentage",2
"Reoperation - adjusted (%)",2
"Reoperation - crude (%)",2
"Report_level",2
"Reporting Post Reference",2
"Role ID",2
"Salary Cost ",2
"Salary Cost of Reports (¬£)",2
"Salary if £58,200 or higher (£)",2
"SAP Document No",2
"School Name",2
"Scope",2
"Sep-12",2
"Sep-13",2
"Serv_Div_Code",2
"Serv_Division",2
"Serv_Label",2
"Service",2
"Slt Date Paid",2
"SOA Name",2
"Special Adviser in Post",2
"Supp_Name",2
"Supplier (T)",2
"Supplier invoice No.",2
"Supplier_ID",2
"SUPPLIER_OBS_TYPE_1",2
"Supplier's Name",2
"Surname",2
"Taxi/Car",2
"Tenure Type",2
"Ticket Price ex VAT",2
"Ticket Type",2
"Total Headcount Not Known",2
"TOTAL Number of such posts in FTE",2
"Transactional number",2
"Travel Rail",2
"Trust (England only)",2
"Trust Name",2
"Trust No.",2
"Trust/Company",2
"Trust/Company_Hospital",2
"Trx_No",2
"type > uri",2
"Type of Post",2
"Type of Supply",2
"UB5 4PJ",2
"Unique document reference",2
"uri",2
"Value úp",2
"Variable Column",2
"Variable Description",2
"Variable Format",2
"Variable Name",2
"Variable Type",2
"Vendor ID",2
"Volume",2
"Voucher Number",2
"Ward",2
"Ward Name",2
"White - Irish Headcount",2
"White - Irish Percentage",2
" Area (ha) ",1
" Date Awarded",1
" Expenses paid in Month of April 2011 (£) ",1
" Expenses paid in month of February 2011 (£) ",1
" Expenses paid in month of January 2011 (£) ",1
" Extra Saving 2011/12 (£'000) ",1
" Extra Saving 2012/13 (£'000) ",1
" Extra Saving 2013/14 (£'000) ",1
" Length (km) ",1
" Maximum Salary ",1
" Minimum Salary ",1
" Saving 2010/11 (£'000) ",1
" Total ex-VAT ",1
" Value Approved (£m) ",1
" Value requested (£m) ",1
"{0BF3009D-6D21-430F-B33F-00002811CFBE}",1
"{1FB4E294-102B-475C-876A-000005E78B1E}",1
"{2F2D232A-FC69-4A94-968B-00001D96A542}",1
"{3540ECCE-AD95-4572-B94C-000009BAB0F9}",1
"{35F67271-ABD4-40DA-AB09-00000085B9D3}",1
"{51F797CA-7BEB-4958-821F-000003E464AE}",1
"{62E415DA-205C-4B18-A2BA-00000EEC6FD7}",1
"{7D6B0915-C56B-4275-AF9B-00000156BCE7}",1
"{80AF7BD6-29DE-40F6-A93B-000027454BAA}",1
"{80B27D55-4D3D-4070-A2F0-00002CD1A302}",1
"{84D77B53-1A2E-4520-B0BD-00000F2552CC}",1
"{9BA20298-D7B6-4C69-83A5-000007ECE589}",1
"{9F669E50-AF1E-4E8A-9A66-0000075006C7}",1
"{A92CDAF2-A80D-48E3-83D6-00001C6BDF4D}",1
"{B20B1C74-E8E1-4137-AB3E-0000011DF342}",1
"{B7E61A71-51F1-4D2E-993A-00025D099EFD}",1
"{BC2FB4EE-1745-434A-83A8-0000111222AD}",1
"{E89CECE0-90BD-4A6C-934F-00002509F586}",1
"{EB60714F-2FB9-4E70-AAE9-00003C83B411}",1
"% of External Contributions total",1
"% of the total Police Officer and PCSO workforce by rank_As at 31/03/2010_ACPO",1
"% of the total Police Officer and PCSO workforce by rank_As at 31/03/2010_Chief Inspector",1
"% of the total Police Officer and PCSO workforce by rank_As at 31/03/2010_Chief Superintendent",1
"% of the total Police Officer and PCSO workforce by rank_As at 31/03/2010_Constable",1
"% of the total Police Officer and PCSO workforce by rank_As at 31/03/2010_Constables & PCSOs per sergeant",1
"% of the total Police Officer and PCSO workforce by rank_As at 31/03/2010_Constables per sergeant",1
"% of the total Police Officer and PCSO workforce by rank_As at 31/03/2010_Force total",1
"% of the total Police Officer and PCSO workforce by rank_As at 31/03/2010_Inspector",1
"% of the total Police Officer and PCSO workforce by rank_As at 31/03/2010_PCSO",1
"% of the total Police Officer and PCSO workforce by rank_As at 31/03/2010_Sergeant",1
"% of the total Police Officer and PCSO workforce by rank_As at 31/03/2010_Superintendent",1
"% of Total",1
