Column,x
1409,Grade (or equivalent)
1410,Job Title
1411,Job/Team Function
1412,Parent Department
1413,Organisation
1414,Unit
1415,Contact Phone
1416,Contact E-mail
1417,Reports to Senior Post
1418,Salary Cost of Reports (£)
1419,FTE
1420,Actual Pay Floor (£)
1421,Actual Pay Ceiling (£)
1422,V16
1423,Professional/Occupational Group
1424,Notes
1425,Valid?
1426,Post Unique Reference
1427,Name
1428,Grade (or equivalent)
1429,Job Title
1430,Job/Team Function
1431,Parent Department
1432,Organisation
1433,Unit
1434,Contact Phone
1435,Contact E-mail
1436,Reports to Senior Post
1437,Salary Cost of Reports (£)
1438,FTE
1439,Actual Pay Floor (£)
1440,Actual Pay Ceiling (£)
1441,V16
1442,Professional/Occupational Group
1443,Notes
1444,Valid?
1445,Parent Department
1446,Organisation
1447,Unit
1448,Reporting Senior Post
1449,Grade
1450,Payscale Minimum (£)
1451,Payscale Maximum (£)
1452,Generic Job Title
1453,Number of Posts in FTE
1454,Professional/Occupational Group
1455,Parent Department
1456,Organisation
1457,Unit
1458,Reporting Senior Post
1459,Grade
1460,Payscale Minimum (£)
1461,Payscale Maximum (£)
1462,Generic Job Title
1463,Number of Posts in FTE
1464,Professional/Occupational Group
1465,Post Unique Reference
1466,Name
1467,Grade (or equivalent)
1468,Job Title
1469,Job/Team Function
1470,Parent Department
1471,Organisation
1472,Unit
1473,Contact Phone
1474,Contact E-mail
1475,Reports to Senior Post
1476,Salary Cost of Reports (£)
1477,FTE
1478,Actual Pay Floor (£)
1479,Actual Pay Ceiling (£)
1480,Professional/Occupational Group
1481,Notes
1482,Valid?
1483,Post Unique Reference
1484,Name
1485,Grade (or equivalent)
1486,Job Title
1487,Job/Team Function
1488,Parent Department
1489,Organisation
1490,Unit
1491,Contact Phone
1492,Contact E-mail
1493,Reports to Senior Post
1494,Salary Cost of Reports (£)
1495,FTE
1496,Actual Pay Floor (£)
1497,Actual Pay Ceiling (£)
1498,V16
1499,Professional/Occupational Group
1500,Notes
1501,Valid?
1502,Parent Department
1503,Organisation
1504,Unit
1505,Reporting Senior Post
1506,Grade
1507,Payscale Minimum (£)
1508,Payscale Maximum (£)
1509,Generic Job Title
1510,Number of Posts in FTE
1511,Professional/Occupational Group
1512,Post Unique Reference
1513,Name
1514,Grade (or equivalent)
1515,Job Title
1516,Job/Team Function
1517,Parent Department
1518,Organisation
1519,Unit
1520,Contact Phone
1521,Contact E-mail
1522,Reports to Senior Post
1523,Salary Cost of Reports (£)
1524,FTE
1525,Actual Pay Floor (£)
1526,Actual Pay Ceiling (£)
1527,V16
1528,Professional/Occupational Group
1529,Notes
1530,Valid?
1531,Parent Department
1532,Organisation
1533,Unit
1534,Reporting Senior Post
1535,Grade
1536,Payscale Minimum (£)
1537,Payscale Maximum (£)
1538,Generic Job Title
1539,Number of Posts in FTE
1540,Professional/Occupational Group
1541,Department Family
1542,Entity
1543,Date
1544,Expense Type
1545,Expense Area
1546,Supplier Name
1547,Transaction Reference
1548,Amount
1549,VAT Registration Number
1550,Department Family
1551,Entity
1552,Date
1553,Expense Type
1554,Expense Area
1555,Supplier Name
1556,Transaction Reference
1557,Amount
1558,VAT Registration Number
1559,Department Family
1560,Entity
1561,Date
1562,Expense Type
1563,Expense Area
1564,Supplier Name
1565,Transaction Reference
1566,Amount
1567,VAT Registration Number
1568,Department Family
1569,Entity
1570,Date
1571,Expense Type
1572,Expense Area
1573,Supplier Name
1574,Transaction Reference
1575,Amount
1576,VAT Registration Number
1577,Department Family
1578,Entity
1579,Date
1580,Expense Type
1581,Expense Area
1582,Supplier Name
1583,Transaction Reference
1584,Amount
1585,VAT Registration Number
1586,Department Family
1587,Entity
1588,Date
1589,Expense Type
1590,Expense Area
1591,Supplier Name
1592,Transaction Reference
1593,Amount
1594,VAT Registration Number
1595,Department Family
1596,Entity
1597,Date
1598,Expense Type
1599,Expense Area
1600,Supplier Name
1601,Transaction Reference
1602,Amount
1603,VAT Registration Number
1604,Department Family
1605,Entity
1606,Date
1607,Expense Type
1608,Expense Area
1609,Supplier Name
1610,Transaction Reference
1611,Amount
1612,VAT Registration Number
1613,Department Family
1614,Entity
1615,Date
1616,Expense Type
1617,Expense Area
1618,Supplier Name
1619,Transaction Reference
1620,Amount
1621,VAT Registration Number
1622,Department Family
1623,Entity
1624,Date
1625,Expense Type
1626,Expense Area
1627,Supplier Name
1628,Transaction Reference
1629,Amount
1630,VAT Registration Number
1631,Department Family
1632,Entity
1633,Date
1634,Expense Type
1635,Expense Area
1636,Supplier Name
1637,Transaction Reference
1638,Amount
1639,VAT Registration Number
1640,Department Family
1641,Entity
1642,Payment Date
1643,Expense Type
1644,Expense Area
1645,Supplier
1646,Transaction Number
1647,Amount
1648,Invoice Description
1649,Postal Code
1650,"Programme, Admin or Capital Expenditure"
1651,Department Family
1652,Entity
1653,Payment Date
1654,Expense Type
1655,Expense Area
1656,Supplier
1657,Transaction Number
1658,Amount
1659,Invoice Description
1660,Postal Code
1661,"Admin,Programme or Capital Expenditure"
1662,Home
1663,Office
1664,Home
1665,Office
1666,Home
1667,Office
1668,Home
1669,Office
1670,Appointing Minister
1671,Special Adviser in Post
1672,Payband
1673,"Salary if £58,200 or higher (£)"
1674,Note
1675,CollectionTitle
1676,Department
1677,New
1678,Review
1679,Ref
1680,FREQUENCY
1681,Authority group
1682,Data topics
1683,Collection type
1684,Link to return
1685,Link to example of published data
1686,Main Department
1687,Organisation
1688,Annual Paybill (delegated grades for financial year 2011/12)
1689,Headcount (delegated grades as at 31 March 2012)
1690,Cost of in-year NCPRP for delegated grades only (£)
1691,Number of staff in delegated grades receiving an in-year NCPRP
1692,In-Year - Number of staff in delegated grades receiving an in-year NCPRP as a % of headcount
1693,In-Year - Value of maximum in-year NCPRP paid to a member of staff in the delegated grades only
1694,In-Year - Median NCPRP for those receiving an in-year NCPRP for delegated grades only
1695,End of Year - Cost of end of year NCPRP for delegated grades only (£s)
1696,End of Year - Number of staff in delegated grades receiving an end of year NCPRP
1697,End of Year - Delegated grade staff receiving an end of year NCPRP as a % of headcount
1698,End of Year - Value of maximum end of year NCPRP paid to a member of staff in the delegated grades only
1699,End of Year - Median NCPRP for those receiving an end of year NCPRP for delegated grades only
1700,Total Overall cost of NCPRP (in-year and end of year) for delegated grades only
1701,Total Cost of NCPRP as a % of paybill for delegated grades only (%)
1702,SCS on standard contracts (end of year NCPRP) - Annual SCS paybill for those SCS on standard contracts (for financial year 2011/12)
1703,SCS on standard contracts (end of year NCPRP) - Number of SCS on standard contracts - Headcount (as at 31 March 2012)
1704,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff (£s)
1705,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff as a % of SCS standard contract staff paybill for 2011/12 (%)
1706,SCS on standard contracts (end of year NCPRP) - Number of SCS standard contract staff receiving a NCPRP
1707,SCS on standard contracts (end of year NCPRP) - SCS standard contract staff receiving a NCPRP as a % of SCS standard contract staff headcount
1708,SCS on standard contracts (end of year NCPRP) - Value of maximum NCPRP paid to a member of SCS standard contract staff for 2011/12
1709,SCS on standard contracts (end of year NCPRP) - Median NCPRP for those SCS standard contract staff receiving a NCPRP
1710,Information for SCS on non-standard contracts - Number of SCS on non-standard contarcts - headcount (as at 31 March 2012)
1711,Information for SCS on non-standard contracts Value of maximum MCPRP paid to a member of SCS non-standard contract staff for 2011/12
1712,Comments
1713,Post Unique Reference
1714,Name
1715,Grade (or equivalent)
1716,Job Title
1717,Job/Team Function
1718,Parent Department
1719,Organisation
1720,Unit
1721,Contact Phone
1722,Contact E-mail
1723,Reports to Senior Post
1724,Salary Cost of Reports (£)
1725,FTE
1726,Actual Pay Floor (£)
1727,Actual Pay Ceiling (£)
1728,V16
1729,Professional/Occupational Group
1730,Notes
1731,Valid?
1732,Parent Department
1733,Organisation
1734,Unit
1735,Reporting Senior Post
1736,Grade
1737,Payscale Minimum (£)
1738,Payscale Maximum (£)
1739,Generic Job Title
1740,Number of Posts in FTE
1741,Professional/Occupational Group
1742,Post Unique Reference
1743,Name
1744,Grade (or equivalent)
1745,Job Title
1746,Job/Team Function
1747,Parent Department
1748,Organisation
1749,Unit
1750,Contact Phone
1751,Contact E-mail
1752,Reports to Senior Post
1753,Salary Cost of Reports (£)
1754,FTE
1755,Actual Pay Floor (£)
1756,Actual Pay Ceiling (£)
1757,V16
1758,Professional/Occupational Group
1759,Notes
1760,Valid?
1761,Parent Department
1762,Organisation
1763,Unit
1764,Reporting Senior Post
1765,Grade
1766,Payscale Minimum (£)
1767,Payscale Maximum (£)
1768,Generic Job Title
1769,Number of Posts in FTE
1770,Professional/Occupational Group
1771,Post Unique Reference
1772,Name
1773,Grade (or equivalent)
1774,Job Title
1775,Job/Team Function
1776,Parent Department
1777,Organisation
1778,Unit
1779,Contact Phone
1780,Contact E-mail
1781,Reports to Senior Post
1782,Salary Cost of Reports (£)
1783,FTE
1784,Actual Pay Floor (£)
1785,Actual Pay Ceiling (£)
1786,V16
1787,Professional/Occupational Group
1788,Notes
1789,Valid?
1790,Parent Department
1791,Organisation
1792,Unit
1793,Reporting Senior Post
1794,Grade
1795,Payscale Minimum (£)
1796,Payscale Maximum (£)
1797,Generic Job Title
1798,Number of Posts in FTE
1799,Professional/Occupational Group
1800,Post Unique Reference
1801,Name
1802,Grade (or equivalent)
1803,Job Title
1804,Job/Team Function
1805,Parent Department
1806,Organisation
1807,Unit
1808,Contact Phone
1809,Contact E-mail
1810,Reports to Senior Post
1811,Salary Cost of Reports (£)
1812,FTE
1813,Actual Pay Floor (£)
1814,Actual Pay Ceiling (£)
1815,V16
1816,Professional/Occupational Group
1817,Notes
1818,Valid?
1819,Parent Department
1820,Organisation
1821,Unit
1822,Reporting Senior Post
1823,Grade
1824,Payscale Minimum (£)
1825,Payscale Maximum (£)
1826,Generic Job Title
1827,Number of Posts in FTE
1828,Professional/Occupational Group
1829,Post Unique Reference
1830,Name
1831,Grade (or equivalent)
1832,Job Title
1833,Job/Team Function
1834,Parent Department
1835,Organisation
1836,Unit
1837,Contact Phone
1838,Contact E-mail
1839,Reports to Senior Post
1840,Salary Cost of Reports (£)
1841,FTE
1842,Actual Pay Floor (£)
1843,Actual Pay Ceiling (£)
1844,V16
1845,Professional/Occupational Group
1846,Notes
1847,Valid?
1848,Parent Department
1849,Organisation
1850,Unit
1851,Reporting Senior Post
1852,Grade
1853,Payscale Minimum (£)
1854,Payscale Maximum (£)
1855,Generic Job Title
1856,Number of Posts in FTE
1857,Professional/Occupational Group
1858,Commitment date
1859,Extending Agency
1860,Donor Project Number
1861,Project Title
1862,Project Description
1863,Nature of Submission
1864,Benefitting Country Code
1865,Benefitting Country Name
1866,Input Sector code
1867,Channel of Delivery Code
1868,Type of Flow
1869,Type of Finance
1870,Type of Aid
1871,Climate Change - Adaptation
1872,Climate Change - Mitigation
1873,FTC
1874,Posting Date
1875,Calendar Year
1876,Amount
1877,Budget
1878,Amount Untied
1879,Amount partially untied
1880,Amount tied
1881,Type of Repayment
1882,No of Repayments per Annum
1883,Interest Rate
1884,Second Interest Rate
1885,First Repayment Date
1886,Final Repayment Date
1887,Interest Received
1888,Principal Disbursed & still outstanding
1889,Arrears of Principal inc in previous field
1890,Arrears of Interest
1891,"Future Debt service: first year, principal"
1892,"Future Debt service: first year, interest"
1893,Extending Agency
1894,Donor Project Number
1895,Project Title
1896,Project Description
1897,Nature of Submission
1898,Benefitting Country Code
1899,Benefitting Country Name
1900,Input Sector code
1901,Channel of Delivery Code
1902,Type of Flow
1903,Type of Finance
1904,Type of Aid
1905,Climate Change - Adaptation
1906,Climate Change - Mitigation
1907,FTC
1908,Posting Date
1909,Calendar Year
1910,Amount £
1911,Budget (£)
1912,Amount untied (£)
1913,Commitment date
1914,Extending Agency
1915,Donor Project Number
1916,Project Title
1917,Project Description
1918,Nature of Submission
1919,Benefitting Country Code
1920,Benefitting Country Name
1921,Input Sector code
1922,Channel of Delivery Code
1923,Type of Flow
1924,Type of Finance
1925,Type of Aid
1926,Climate Change - Adaptation
1927,Climate Change - Mitigation
1928,FTC
1929,Posting Date
1930,Calendar Year
1931,Amount
1932,Budget
1933,Amount Untied
1934,Amount partially untied
1935,Amount tied
1936,Type of Repayment
1937,No of Repayments per Annum
1938,Interest Rate
1939,Second Interest Rate
1940,First Repayment Date
1941,Final Repayment Date
1942,Interest Received
1943,Principal Disbursed & still outstanding
1944,Arrears of Principal inc in previous field
1945,Arrears of Interest
1946,"Future Debt service: first year, principal"
1947,"Future Debt service: first year, interest"
1948,Commitment date
1949,Extending Agency
1950,Donor Project Number
1951,Project Title
1952,Project Description
1953,Nature of Submission
1954,Benefitting Country Code
1955,Benefitting Country Name
1956,Input Sector code
1957,Channel of Delivery Code
1958,Type of Flow
1959,Type of Finance
1960,Type of Aid
1961,Climate Change - Adaptation
1962,Climate Change - Mitigation
1963,FTC
1964,Posting Date
1965,Calendar Year
1966,Amount
1967,Budget
1968,Amount Untied
1969,Amount partially untied
1970,Amount tied
1971,Type of Repayment
1972,No of Repayments per Annum
1973,Interest Rate
1974,Second Interest Rate
1975,First Repayment Date
1976,Final Repayment Date
1977,Interest Received
1978,Principal Disbursed & still outstanding
1979,Arrears of Principal inc in previous field
1980,Arrears of Interest
1981,"Future Debt service: first year, principal"
1982,"Future Debt service: first year, interest"
1983,<html>
1984,<html>
1985,<html>
1986,<html>
1987,<html>
1988,<html>
1989,<html>
1990,<html>
1991,<html>
1992,<html>
1993,<html>
1994,<html>
1995,<html>
1996,<html>
1997,<html>
1998,<html>
1999,<html>
2000,<html>
2001,<html>
2002,<html>
2003,<html>
2004,<html>
2005,<html>
2006,<html>
2007,<html>
2008,<html>
2009,<html>
2010,<html>
2011,<html>
2012,<html>
2013,<html>
2014,<html>
2015,<html>
2016,<html>
2017,<html>
2018,<html>
2019,<html>
2020,<html>
2021,<html>
2022,<html>
2023,<html>
2024,<html>
2025,<html>
2026,<html>
2027,Department Family
2028,Entity
2029,Date
2030,Expense Type
2031,Expense Area
2032,Supplier
2033,Transaction Number
2034,Amount
2035,VAT Registration Number
2036,Department Family
2037,Entity
2038,Date
2039,Expense Type
2040,Expense Area
2041,Supplier
2042,Transaction Number
2043,Amount
2044,VAT Registration Number
2045,Department Family
2046,Entity
2047,Date
2048,Expense Type
2049,Expense Area
2050,Supplier
2051,Transaction Number
2052,Amount
2053,VAT Registration Number
2054,Department Family
2055,Entity
2056,Date
2057,Expense Type
2058,Expense Area
2059,Supplier
2060,Transaction Number
2061,Amount
2062,VAT Registration Number
2063,Department Family
2064,Entity
2065,Date
2066,Expense Type
2067,Expense Area
2068,Supplier
2069,Transaction Number
2070,Amount
2071,VAT Registration Number
2072,Department Family
2073,Entity
2074,Date
2075,Expense Type
2076,Expense Area
2077,Supplier
2078,Transaction Number
2079,Amount
2080,VAT Registration Number
2081,Department Family
2082,Entity
2083,Date
2084,Expense Type
2085,Expense Area
2086,Supplier
2087,Transaction Number
2088,Amount
2089,VAT Registration Number
2090,Department Family
2091,Entity
2092,Date
2093,Expense Type
2094,Expense Area
2095,Supplier
2096,Transaction Number
2097,Amount
2098,VAT Registration Number
2099,Department Family
2100,Entity
2101,Date
2102,Expense Type
2103,Expense Area
2104,Supplier
2105,Transaction Number
2106,Amount
2107,VAT Registration Number
2108,Department Family
2109,Entity
2110,Date
2111,Expense Type
2112,Expense Area
2113,Supplier
2114,Transaction Number
2115,Amount
2116,VAT Registration Number
2117,Department Family
2118,Entity
2119,Date
2120,Expense Type
2121,Expense Area
2122,Supplier
2123,Transaction Number
2124,Amount
2125,VAT Registration Number
2126,Department Family
2127,Entity
2128,Date
2129,Expense Type
2130,Expense Area
2131,Supplier
2132,Transaction Number
2133,Amount
2134,VAT Registration Number
2135,Department Family
2136,Entity
2137,Date
2138,Expense Type
2139,Expense Area
