dataset,header
106,Payscale Maximum (£)
106,Generic Job Title
106,Number of Posts in FTE
106,Professional/Occupational Group
107,Parent Department
107,Organisation
107,Unit
107,Reporting Senior Post
107,Grade
107,Payscale Minimum (£)
107,Payscale Maximum (£)
107,Generic Job Title
107,Number of Posts in FTE
107,Professional/Occupational Group
108,Post Unique Reference
108,Name
108,Grade (or equivalent)
108,Job Title
108,Job/Team Function
108,Parent Department
108,Organisation
108,Unit
108,Contact Phone
108,Contact E-mail
108,Reports to Senior Post
108,Salary Cost of Reports (£)
108,FTE
108,Actual Pay Floor (£)
108,Actual Pay Ceiling (£)
108,Professional/Occupational Group
108,Notes
108,Valid?
109,Post Unique Reference
109,Name
109,Grade (or equivalent)
109,Job Title
109,Job/Team Function
109,Parent Department
109,Organisation
109,Unit
109,Contact Phone
109,Contact E-mail
109,Reports to Senior Post
109,Salary Cost of Reports (£)
109,FTE
109,Actual Pay Floor (£)
109,Actual Pay Ceiling (£)
109,V16
109,Professional/Occupational Group
109,Notes
109,Valid?
110,Parent Department
110,Organisation
110,Unit
110,Reporting Senior Post
110,Grade
110,Payscale Minimum (£)
110,Payscale Maximum (£)
110,Generic Job Title
110,Number of Posts in FTE
110,Professional/Occupational Group
111,Post Unique Reference
111,Name
111,Grade (or equivalent)
111,Job Title
111,Job/Team Function
111,Parent Department
111,Organisation
111,Unit
111,Contact Phone
111,Contact E-mail
111,Reports to Senior Post
111,Salary Cost of Reports (£)
111,FTE
111,Actual Pay Floor (£)
111,Actual Pay Ceiling (£)
111,V16
111,Professional/Occupational Group
111,Notes
111,Valid?
112,Parent Department
112,Organisation
112,Unit
112,Reporting Senior Post
112,Grade
112,Payscale Minimum (£)
112,Payscale Maximum (£)
112,Generic Job Title
112,Number of Posts in FTE
112,Professional/Occupational Group
113,Department Family
113,Entity
113,Date
113,Expense Type
113,Expense Area
113,Supplier Name
113,Transaction Reference
113,Amount
113,VAT Registration Number
114,Department Family
114,Entity
114,Date
114,Expense Type
114,Expense Area
114,Supplier Name
114,Transaction Reference
114,Amount
114,VAT Registration Number
115,Department Family
115,Entity
115,Date
115,Expense Type
115,Expense Area
115,Supplier Name
115,Transaction Reference
115,Amount
115,VAT Registration Number
116,Department Family
116,Entity
116,Date
116,Expense Type
116,Expense Area
116,Supplier Name
116,Transaction Reference
116,Amount
116,VAT Registration Number
117,Department Family
117,Entity
117,Date
117,Expense Type
117,Expense Area
117,Supplier Name
117,Transaction Reference
117,Amount
117,VAT Registration Number
118,Department Family
118,Entity
118,Date
118,Expense Type
118,Expense Area
118,Supplier Name
118,Transaction Reference
118,Amount
118,VAT Registration Number
119,Department Family
119,Entity
119,Date
119,Expense Type
119,Expense Area
119,Supplier Name
119,Transaction Reference
119,Amount
119,VAT Registration Number
120,Department Family
120,Entity
120,Date
120,Expense Type
120,Expense Area
120,Supplier Name
120,Transaction Reference
120,Amount
120,VAT Registration Number
121,Department Family
121,Entity
121,Date
121,Expense Type
121,Expense Area
121,Supplier Name
121,Transaction Reference
121,Amount
121,VAT Registration Number
122,Department Family
122,Entity
122,Date
122,Expense Type
122,Expense Area
122,Supplier Name
122,Transaction Reference
122,Amount
122,VAT Registration Number
123,Department Family
123,Entity
123,Date
123,Expense Type
123,Expense Area
123,Supplier Name
123,Transaction Reference
123,Amount
123,VAT Registration Number
124,Department Family
124,Entity
124,Payment Date
124,Expense Type
124,Expense Area
124,Supplier
124,Transaction Number
124,Amount
124,Invoice Description
124,Postal Code
124,"Programme, Admin or Capital Expenditure"
125,Department Family
125,Entity
125,Payment Date
125,Expense Type
125,Expense Area
125,Supplier
125,Transaction Number
125,Amount
125,Invoice Description
125,Postal Code
125,"Admin,Programme or Capital Expenditure"
126,Home
126,Office
127,Home
127,Office
128,Home
128,Office
129,Home
129,Office
130,Appointing Minister
130,Special Adviser in Post
130,Payband
130,"Salary if £58,200 or higher (£)"
130,Note
131,CollectionTitle
131,Department
131,New
131,Review
131,Ref
131,FREQUENCY
131,Authority group
131,Data topics
131,Collection type
131,Link to return
131,Link to example of published data
132,Main Department
132,Organisation
132,Annual Paybill (delegated grades for financial year 2011/12)
132,Headcount (delegated grades as at 31 March 2012)
132,Cost of in-year NCPRP for delegated grades only (£)
132,Number of staff in delegated grades receiving an in-year NCPRP
132,In-Year - Number of staff in delegated grades receiving an in-year NCPRP as a % of headcount
132,In-Year - Value of maximum in-year NCPRP paid to a member of staff in the delegated grades only
132,In-Year - Median NCPRP for those receiving an in-year NCPRP for delegated grades only
132,End of Year - Cost of end of year NCPRP for delegated grades only (£s)
132,End of Year - Number of staff in delegated grades receiving an end of year NCPRP
132,End of Year - Delegated grade staff receiving an end of year NCPRP as a % of headcount
132,End of Year - Value of maximum end of year NCPRP paid to a member of staff in the delegated grades only
132,End of Year - Median NCPRP for those receiving an end of year NCPRP for delegated grades only
132,Total Overall cost of NCPRP (in-year and end of year) for delegated grades only
132,Total Cost of NCPRP as a % of paybill for delegated grades only (%)
132,SCS on standard contracts (end of year NCPRP) - Annual SCS paybill for those SCS on standard contracts (for financial year 2011/12)
132,SCS on standard contracts (end of year NCPRP) - Number of SCS on standard contracts - Headcount (as at 31 March 2012)
132,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff (£s)
132,SCS on standard contracts (end of year NCPRP) - Cost of NCPRP for SCS standard contract staff as a % of SCS standard contract staff paybill for 2011/12 (%)
132,SCS on standard contracts (end of year NCPRP) - Number of SCS standard contract staff receiving a NCPRP
132,SCS on standard contracts (end of year NCPRP) - SCS standard contract staff receiving a NCPRP as a % of SCS standard contract staff headcount
132,SCS on standard contracts (end of year NCPRP) - Value of maximum NCPRP paid to a member of SCS standard contract staff for 2011/12
132,SCS on standard contracts (end of year NCPRP) - Median NCPRP for those SCS standard contract staff receiving a NCPRP
132,Information for SCS on non-standard contracts - Number of SCS on non-standard contarcts - headcount (as at 31 March 2012)
132,Information for SCS on non-standard contracts Value of maximum MCPRP paid to a member of SCS non-standard contract staff for 2011/12
132,Comments
133,Post Unique Reference
133,Name
133,Grade (or equivalent)
133,Job Title
133,Job/Team Function
133,Parent Department
133,Organisation
133,Unit
133,Contact Phone
133,Contact E-mail
133,Reports to Senior Post
133,Salary Cost of Reports (£)
133,FTE
133,Actual Pay Floor (£)
133,Actual Pay Ceiling (£)
133,V16
133,Professional/Occupational Group
133,Notes
133,Valid?
134,Parent Department
134,Organisation
134,Unit
134,Reporting Senior Post
134,Grade
134,Payscale Minimum (£)
134,Payscale Maximum (£)
134,Generic Job Title
134,Number of Posts in FTE
134,Professional/Occupational Group
135,Post Unique Reference
135,Name
135,Grade (or equivalent)
135,Job Title
135,Job/Team Function
135,Parent Department
135,Organisation
135,Unit
135,Contact Phone
135,Contact E-mail
135,Reports to Senior Post
135,Salary Cost of Reports (£)
135,FTE
135,Actual Pay Floor (£)
135,Actual Pay Ceiling (£)
135,V16
135,Professional/Occupational Group
135,Notes
135,Valid?
136,Parent Department
136,Organisation
136,Unit
136,Reporting Senior Post
136,Grade
136,Payscale Minimum (£)
136,Payscale Maximum (£)
136,Generic Job Title
136,Number of Posts in FTE
136,Professional/Occupational Group
137,Post Unique Reference
137,Name
137,Grade (or equivalent)
137,Job Title
137,Job/Team Function
137,Parent Department
137,Organisation
137,Unit
137,Contact Phone
137,Contact E-mail
137,Reports to Senior Post
137,Salary Cost of Reports (£)
137,FTE
137,Actual Pay Floor (£)
137,Actual Pay Ceiling (£)
137,V16
137,Professional/Occupational Group
137,Notes
137,Valid?
138,Parent Department
138,Organisation
138,Unit
138,Reporting Senior Post
138,Grade
138,Payscale Minimum (£)
138,Payscale Maximum (£)
138,Generic Job Title
138,Number of Posts in FTE
138,Professional/Occupational Group
139,Post Unique Reference
139,Name
139,Grade (or equivalent)
139,Job Title
139,Job/Team Function
139,Parent Department
139,Organisation
139,Unit
139,Contact Phone
139,Contact E-mail
139,Reports to Senior Post
139,Salary Cost of Reports (£)
139,FTE
139,Actual Pay Floor (£)
139,Actual Pay Ceiling (£)
139,V16
139,Professional/Occupational Group
139,Notes
139,Valid?
140,Parent Department
140,Organisation
140,Unit
140,Reporting Senior Post
140,Grade
140,Payscale Minimum (£)
140,Payscale Maximum (£)
140,Generic Job Title
140,Number of Posts in FTE
140,Professional/Occupational Group
141,Post Unique Reference
141,Name
141,Grade (or equivalent)
141,Job Title
141,Job/Team Function
141,Parent Department
141,Organisation
141,Unit
141,Contact Phone
141,Contact E-mail
141,Reports to Senior Post
141,Salary Cost of Reports (£)
141,FTE
141,Actual Pay Floor (£)
141,Actual Pay Ceiling (£)
141,V16
141,Professional/Occupational Group
141,Notes
141,Valid?
142,Parent Department
142,Organisation
142,Unit
142,Reporting Senior Post
142,Grade
142,Payscale Minimum (£)
142,Payscale Maximum (£)
142,Generic Job Title
142,Number of Posts in FTE
142,Professional/Occupational Group
143,Commitment date
143,Extending Agency
143,Donor Project Number
143,Project Title
143,Project Description
143,Nature of Submission
143,Benefitting Country Code
143,Benefitting Country Name
143,Input Sector code
143,Channel of Delivery Code
143,Type of Flow
143,Type of Finance
143,Type of Aid
143,Climate Change - Adaptation
143,Climate Change - Mitigation
143,FTC
143,Posting Date
143,Calendar Year
143,Amount
143,Budget
143,Amount Untied
143,Amount partially untied
143,Amount tied
143,Type of Repayment
143,No of Repayments per Annum
143,Interest Rate
143,Second Interest Rate
143,First Repayment Date
143,Final Repayment Date
143,Interest Received
143,Principal Disbursed & still outstanding
143,Arrears of Principal inc in previous field
143,Arrears of Interest
143,"Future Debt service: first year, principal"
143,"Future Debt service: first year, interest"
144,Extending Agency
144,Donor Project Number
144,Project Title
144,Project Description
144,Nature of Submission
144,Benefitting Country Code
144,Benefitting Country Name
144,Input Sector code
144,Channel of Delivery Code
144,Type of Flow
144,Type of Finance
144,Type of Aid
144,Climate Change - Adaptation
144,Climate Change - Mitigation
144,FTC
144,Posting Date
144,Calendar Year
144,Amount £
144,Budget (£)
144,Amount untied (£)
145,Commitment date
145,Extending Agency
145,Donor Project Number
145,Project Title
145,Project Description
145,Nature of Submission
145,Benefitting Country Code
145,Benefitting Country Name
145,Input Sector code
145,Channel of Delivery Code
145,Type of Flow
145,Type of Finance
145,Type of Aid
145,Climate Change - Adaptation
145,Climate Change - Mitigation
145,FTC
145,Posting Date
145,Calendar Year
145,Amount
145,Budget
145,Amount Untied
145,Amount partially untied
145,Amount tied
145,Type of Repayment
145,No of Repayments per Annum
145,Interest Rate
145,Second Interest Rate
145,First Repayment Date
145,Final Repayment Date
145,Interest Received
145,Principal Disbursed & still outstanding
145,Arrears of Principal inc in previous field
145,Arrears of Interest
145,"Future Debt service: first year, principal"
145,"Future Debt service: first year, interest"
146,Commitment date
146,Extending Agency
146,Donor Project Number
146,Project Title
146,Project Description
146,Nature of Submission
146,Benefitting Country Code
146,Benefitting Country Name
146,Input Sector code
146,Channel of Delivery Code
146,Type of Flow
146,Type of Finance
146,Type of Aid
146,Climate Change - Adaptation
146,Climate Change - Mitigation
146,FTC
146,Posting Date
146,Calendar Year
146,Amount
146,Budget
146,Amount Untied
146,Amount partially untied
146,Amount tied
146,Type of Repayment
146,No of Repayments per Annum
146,Interest Rate
146,Second Interest Rate
146,First Repayment Date
146,Final Repayment Date
146,Interest Received
146,Principal Disbursed & still outstanding
146,Arrears of Principal inc in previous field
146,Arrears of Interest
146,"Future Debt service: first year, principal"
146,"Future Debt service: first year, interest"
147,<html>
148,<html>
149,<html>
150,<html>
151,<html>
152,<html>
153,<html>
154,<html>
155,<html>
156,<html>
157,<html>
158,<html>
159,<html>
160,<html>
161,<html>
162,<html>
163,<html>
164,<html>
165,<html>
166,<html>
167,<html>
168,<html>
169,<html>
170,<html>
171,<html>
172,<html>
173,<html>
174,<html>
175,<html>
176,<html>
177,<html>
178,<html>
179,<html>
180,<html>
181,<html>
182,<html>
183,<html>
184,<html>
185,<html>
186,<html>
187,<html>
188,<html>
189,<html>
190,<html>
191,Department Family
191,Entity
191,Date
191,Expense Type
191,Expense Area
191,Supplier
191,Transaction Number
191,Amount
191,VAT Registration Number
192,Department Family
192,Entity
192,Date
192,Expense Type
192,Expense Area
192,Supplier
192,Transaction Number
192,Amount
192,VAT Registration Number
193,Department Family
193,Entity
193,Date
193,Expense Type
193,Expense Area
193,Supplier
193,Transaction Number
193,Amount
193,VAT Registration Number
194,Department Family
194,Entity
194,Date
194,Expense Type
194,Expense Area
194,Supplier
194,Transaction Number
194,Amount
194,VAT Registration Number
195,Department Family
195,Entity
195,Date
195,Expense Type
195,Expense Area
195,Supplier
195,Transaction Number
195,Amount
195,VAT Registration Number
196,Department Family
196,Entity
196,Date
196,Expense Type
196,Expense Area
196,Supplier
196,Transaction Number
196,Amount
196,VAT Registration Number
197,Department Family
197,Entity
197,Date
197,Expense Type
197,Expense Area
197,Supplier
197,Transaction Number
197,Amount
197,VAT Registration Number
198,Department Family
198,Entity
198,Date
198,Expense Type
198,Expense Area
198,Supplier
198,Transaction Number
198,Amount
198,VAT Registration Number
199,Department Family
199,Entity
199,Date
199,Expense Type
199,Expense Area
199,Supplier
199,Transaction Number
199,Amount
199,VAT Registration Number
200,Department Family
200,Entity
200,Date
200,Expense Type
200,Expense Area
200,Supplier
200,Transaction Number
200,Amount
200,VAT Registration Number
201,Department Family
201,Entity
201,Date
201,Expense Type
201,Expense Area
201,Supplier
201,Transaction Number
201,Amount
201,VAT Registration Number
202,Department Family
202,Entity
202,Date
202,Expense Type
202,Expense Area
202,Supplier
202,Transaction Number
202,Amount
202,VAT Registration Number
203,Department Family
203,Entity
203,Date
203,Expense Type
203,Expense Area
203,Supplier
203,Transaction Number
203,Amount
203,VAT Registration Number
204,Department Family
204,Entity
204,Date
204,Expense Type
204,Expense Area
204,Supplier
204,Transaction Number
204,Amount
204,VAT Registration Number
205,Department Family
205,Entity
205,Date
205,Expense Type
205,Expense Area
205,Supplier
205,Transaction Number
205,Amount
205,VAT Registration Number
206,Department Family
206,Entity
206,Date
206,Expense Type
206,Expense Area
206,Supplier
206,Transaction Number
206,Amount
206,VAT Registration Number
207,Department Family
207,Entity
207,Date
207,Expense Type
207,Expense Area
207,Supplier
207,Transaction Number
207,Amount
207,VAT Registration Number
208,Department Family
208,Entity
208,Date
208,Expense Type
208,Expense Area
208,Supplier
208,Transaction Number
208,Amount
208,VAT Registration Number
209,Department Family
209,Entity
209,Date
209,Expense Type
209,Expense Area
209,Supplier
209,Transaction Number
209,Amount
209,VAT Registration Number
210,Department Family
210,Entity
210,Date
210,Expense Type
210,Expense Area
210,Supplier
210,Transaction Number
210,Amount
210,VAT Registration Number
211,Department Family
211,Entity
211,Date
211,Expense Type
211,Expense Area
211,Supplier
211,Transaction Number
211,Amount
211,VAT Registration Number
212,Department Family
212,Entity
212,Date
212,Expense Type
212,Expense Area
212,Supplier
212,Transaction Number
212,Amount
212,VAT Registration Number
213,Department Family
213,Entity
213,Date
213,Expense Type
213,Expense Area
213,Supplier
213,Transaction Number
213,Amount
213,VAT Registration Number
214,Department Family
214,Entity
214,Date
214,Expense Type
214,Expense Area
214,Supplier
214,Transaction Number
214,Amount
214,VAT Registration Number
215,Department Family
215,Entity
215,Date
215,Expense Type
215,Expense Area
215,Supplier
215,Transaction Number
215,Amount
215,VAT Registration Number
216,Department Family
216,Entity
216,Date
216,Expense Type
216,Expense Area
216,Supplier
216,Transaction Number
216,Amount
216,VAT Registration Number
217,Department Family
217,Entity
217,Date
217,Expense Type
217,Expense Area
217,Supplier
217,Transaction Number
217,Amount
217,VAT Registration Number
218,Department Family
218,Entity
218,Date
218,Expense Type
218,Expense Area
218,Supplier
218,Transaction Number
218,Amount
218,VAT Registration Number
219,Department Family
219,Entity
219,Date
219,Expense Type
219,Expense Area
219,Supplier
219,Transaction Number
219,Amount
219,VAT Registration Number
220,Department Family
